doc_id,name,gender,dob,degree,success_rate,experience,hid,dep_id
1293,Greene,M,4/24/1988,FRCS,79,33,1293,12
1294,Brady,M,10/11/1987,DM,78,34,1294,6
1295,Festus,M,7/1/1973,DM,95,48,1295,18
1296,Jewell,M,5/14/1976,FRCS,100,45,1296,3
1297,Odell,M,10/30/1977,MBBS,69,44,1297,1
1298,Rosco,M,9/25/1962,MBBS,70,59,1298,20
1299,Bernice,M,6/20/1987,FRCS,79,34,1299,18
1300,Chauncy,M,11/9/2005,FRCS,77,16,1300,19
1301,Delmer,M,5/23/1980,FRCS,65,41,1301,14
1302,Effie,M,3/3/1986,MS,77,35,1302,20
1303,Ellie,M,10/11/1944,Super Speciality,71,77,1303,14
1304,Jimmy,M,9/21/1951,MS,98,70,1304,14
1305,Lars,M,9/30/1984,MD,68,37,1305,7
1306,Milas,M,1/8/1973,FRCS,72,48,1306,6
1307,Miner,M,5/4/1955,DM,67,66,1307,20
1308,Rogers,M,2/24/1966,Super Speciality,88,55,1308,6
1309,Sarah,M,11/12/1994,MD,92,27,1309,19
1310,Wess,M,3/13/1942,MS,97,79,1310,12
1311,Woody,M,6/4/1966,MS,78,55,1311,9
1312,Bryan,M,10/10/1987,FRCS,88,34,1312,2
1313,Douglass,M,12/7/2004,DM,97,17,1313,17
1314,Hilton,M,8/26/1964,MD,92,57,1314,10
1315,Irvine,M,2/29/1942,MD,70,79,1315,1
1316,Isidor,M,11/28/1940,MS,68,81,1316,14
1317,Jeptha,M,6/7/1964,MBBS,82,57,1317,17
1318,Mabel,M,9/8/1996,Super Speciality,76,25,1318,5
1319,Malcom,M,8/5/1976,FRCS,92,45,1319,6
1320,Mell,M,8/19/1956,FRCS,95,65,1320,8
1321,Olof,M,11/20/1968,FRCS,98,53,1321,19
1322,Robt,M,3/30/2002,Super Speciality,76,19,1322,10
1323,Ronald,M,7/12/2003,FRCS,68,18,1323,3
1324,Simpson,M,2/11/1977,FRCS,67,44,1324,13
1325,Spurgeon,M,1/27/1987,Super Speciality,100,34,1325,9
1326,Tandy,M,11/13/2001,MS,93,20,1326,1
1327,Thurlow,M,11/4/1981,MS,74,40,1327,20
1328,Toy,M,7/18/1993,DM,79,28,1328,10
1329,Winston,M,6/29/1976,MS,78,45,1329,14
1330,Zeno,M,9/25/1979,Super Speciality,87,42,1330,15
1331,Alphonsus,M,12/9/1939,MD,82,82,1331,17
1332,Alvan,M,8/4/1964,MBBS,78,57,1332,6
1333,Amado,M,5/22/1978,MD,80,43,1333,7
1334,Ananias,M,3/28/1992,Super Speciality,74,29,1334,17
1335,Ancel,M,3/28/1977,MS,73,44,1335,8
1336,Atlas,M,5/9/1968,MBBS,90,53,1336,11
1337,Banks,M,2/1/2002,MBBS,93,19,1337,14
1338,Barry,M,1/10/1985,FRCS,72,36,1338,16
1339,Blake,M,8/7/1969,DM,65,52,1339,18
1340,Blanchard,M,10/1/1976,Super Speciality,71,45,1340,4
1341,Bose,M,11/7/1976,FRCS,77,45,1341,3
1342,Captain,M,3/27/1957,FRCS,80,64,1342,4
1343,Ceasar,M,12/11/1942,MBBS,78,79,1343,3
1344,Chance,M,8/10/1977,DM,69,44,1344,5
1345,Chancey,M,2/9/1970,Super Speciality,73,51,1345,1
1346,Charle,M,9/2/1968,MS,81,53,1346,2
1347,Clide,M,2/6/1971,MD,96,50,1347,18
1348,Dink,M,1/11/1956,DM,82,65,1348,2
1349,Ella,M,7/28/1943,MS,85,78,1349,16
1350,Emett,M,11/2/1984,FRCS,93,37,1350,4
1351,Erick,M,12/7/1968,FRCS,69,53,1351,18
1352,Estill,M,4/15/1966,Super Speciality,97,55,1352,7
1353,Fenton,M,6/23/1957,DM,87,64,1353,6
1354,Gale,M,12/19/1988,MD,69,33,1354,1
1355,Gay,M,5/16/1969,DM,94,52,1355,17
1356,Grove,M,7/19/1953,Super Speciality,95,68,1356,13
1357,Hanson,M,4/22/1991,MBBS,94,30,1357,16
1358,Harlie,M,2/11/1946,MBBS,99,75,1358,18
1359,Harlow,M,3/9/2002,MD,93,19,1359,1
1360,Haskell,M,1/11/1942,MBBS,88,79,1360,12
1361,Ingram,M,12/23/2000,DM,89,21,1361,6
1362,Iva,M,4/12/1957,FRCS,76,64,1362,20
1363,Jep,M,8/16/1946,MS,74,75,1363,7
1364,Joy,M,6/20/1958,MBBS,84,63,1364,16
1365,Lessie,M,3/5/1957,MBBS,91,64,1365,17
1366,Lillie,M,6/4/1976,DM,98,45,1366,1
1367,Linton,M,7/1/1984,MBBS,89,37,1367,6
1368,Linzy,M,2/19/1982,MD,96,39,1368,17
1369,Little,M,9/22/1956,MBBS,72,65,1369,5
1370,Loney,M,6/19/1949,DM,68,72,1370,3
1371,Loring,M,1/11/1992,FRCS,81,29,1371,10
1372,Lovie,M,3/25/1950,MS,65,71,1372,12
1373,Lute,M,2/7/1967,MD,94,54,1373,15
1374,Mace,M,2/26/1991,Super Speciality,78,30,1374,9
1375,Matthias,M,6/27/1985,DM,96,36,1375,1
1376,Meredith,M,4/13/1984,MD,86,37,1376,17
1377,Benjamen,M,12/22/1960,MBBS,85,61,1377,8
1378,Jens,M,9/25/1964,Super Speciality,96,57,1378,4
1379,Oakley,M,4/3/1967,MS,67,54,1379,7
1380,Whitney,M,1/13/1975,MS,94,46,1380,16
1381,Donaciano,M,7/24/1981,MD,77,40,1381,14
1382,Hayward,M,6/24/2004,MS,94,17,1382,9
1383,Loran,M,6/16/1986,Super Speciality,77,35,1383,18
1384,Love,M,6/5/1978,MS,84,43,1384,16
1385,Son,M,2/25/1988,FRCS,82,33,1385,15
1386,Tollie,M,1/24/1956,MBBS,76,65,1386,5
1387,Vollie,M,7/4/1968,Super Speciality,92,53,1387,7
1388,Bonnie,M,5/20/1993,FRCS,73,28,1388,17
1389,Catherine,M,8/6/1990,DM,89,31,1389,14
1390,Ebenezer,M,12/20/1973,MS,66,48,1390,16
1391,Ewald,M,1/21/1963,MBBS,90,58,1391,3
1392,Herb,M,11/16/1966,MD,74,55,1392,16
1393,Julia,M,6/19/1958,FRCS,78,63,1393,15
1394,Silvester,M,4/10/1986,MS,67,35,1394,9
1395,Stafford,M,11/9/1975,MD,75,46,1395,3
1396,Sullivan,M,8/29/1983,MD,87,38,1396,8
1397,Thurston,M,1/1/1992,DM,74,29,1397,7
1398,Wayman,M,4/13/1939,DM,71,82,1398,14
1399,Wes,M,6/23/1950,MD,72,71,1399,18
1400,Winnie,M,6/26/1948,Super Speciality,82,73,1400,1
1401,Burrel,M,9/23/1946,FRCS,92,75,1401,16
1402,Cleon,M,2/24/1964,MD,84,57,1402,20
1403,Dozier,M,1/22/1945,Super Speciality,75,76,1403,4
1404,Elden,M,3/27/2001,DM,92,20,1404,10
1405,Fulton,M,12/30/1946,MS,84,75,1405,6
1406,Helmer,M,3/30/1995,FRCS,89,26,1406,19
1407,Hill,M,9/23/1989,DM,68,32,1407,9
1408,Hjalmer,M,8/16/1986,MD,72,35,1408,12
1409,Ignatz,M,11/3/1969,MS,92,52,1409,10
1410,Kelley,M,9/28/1997,FRCS,84,24,1410,15
1411,Marlin,M,12/2/1982,Super Speciality,92,39,1411,9
1412,Moody,M,12/1/1966,MS,82,55,1412,10
1413,Myrtle,M,3/21/1978,MS,95,43,1413,16
1414,Namon,M,12/22/1969,MS,89,52,1414,11
1415,Odin,M,9/27/1950,MBBS,70,71,1415,7
1416,Odis,M,3/30/1974,DM,72,47,1416,19
1417,Oley,M,6/9/1987,DM,78,34,1417,3
1418,Osborn,M,10/1/1992,MD,65,29,1418,11
1419,Osie,M,9/27/1967,FRCS,74,54,1419,18
1420,Prentice,M,4/1/1994,MBBS,87,27,1420,15
1421,Purl,M,2/30/1952,MD,88,69,1421,18
1422,Roby,M,2/22/1942,MBBS,90,79,1422,13
1423,Shep,M,12/26/1992,MD,86,29,1423,1
1424,Simmie,M,8/26/1998,MS,92,23,1424,19
1425,Stanislaus,M,9/17/2004,FRCS,91,17,1425,3
1426,Vander,M,11/12/1963,MD,85,58,1426,8
1427,Zollie,M,4/24/1962,FRCS,86,59,1427,20
1428,Abb,M,2/14/1978,MBBS,100,43,1428,10
1429,Ah,M,2/18/1974,MBBS,66,47,1429,4
1430,Aleck,M,5/19/1971,FRCS,84,50,1430,12
1431,Beecher,M,12/26/1985,DM,88,36,1431,6
1432,Blain,M,3/24/1967,MBBS,80,54,1432,8
1433,Bowman,M,6/12/1974,MS,92,47,1433,6
1434,Bunk,M,10/23/1957,FRCS,95,64,1434,11
1435,Burgess,M,5/25/1940,DM,98,81,1435,13
1436,Carol,M,3/30/1990,DM,80,31,1436,14
1437,Charly,M,3/17/1943,MD,96,78,1437,18
1438,Clell,M,6/11/1940,Super Speciality,72,81,1438,15
1439,Cody,M,7/10/1989,FRCS,74,32,1439,14
1440,Lamar,M,8/5/1968,MD,83,53,1440,2
1441,Worley,M,10/29/1974,MD,80,47,1441,17
1442,Arley,M,2/3/1991,FRCS,76,30,1442,16
1443,Nicolas,M,4/15/1993,MD,73,28,1443,7
1444,Terence,M,1/1/1993,MS,95,28,1444,11
1445,Claire,M,12/22/1942,MS,75,79,1445,11
1446,Earley,M,1/30/1987,MBBS,70,34,1446,16
1447,Elzy,M,5/11/1996,Super Speciality,72,25,1447,9
1448,Fielding,M,4/8/1972,MD,98,49,1448,7
1449,Gertrude,M,3/30/1949,MBBS,93,72,1449,19
1450,Nora,M,7/6/1946,MBBS,83,75,1450,3
1451,Norton,M,9/2/1969,Super Speciality,88,52,1451,2
1452,Clemens,M,10/27/1970,MBBS,78,51,1452,2
1453,Earlie,M,8/23/1980,MBBS,99,41,1453,4
1454,Ellen,M,10/28/1969,DM,93,52,1454,13
1455,Epifanio,M,2/9/1979,MD,79,42,1455,10
1456,Glover,M,4/9/1940,DM,94,81,1456,15
1457,Lark,M,9/25/1978,DM,67,43,1457,18
1458,Laurance,M,8/22/1957,MBBS,78,64,1458,1
1459,Leigh,M,7/29/1978,FRCS,100,43,1459,19
1460,Braxton,M,10/18/1992,DM,68,29,1460,3
1461,Cleave,M,3/5/1975,MS,91,46,1461,14
1462,Colon,M,11/12/1960,MBBS,82,61,1462,17
1463,Constantine,M,7/12/1966,MS,100,55,1463,2
1464,Dominic,M,7/26/1974,FRCS,89,47,1464,7
1465,Emiliano,M,4/4/1987,MS,80,34,1465,16
1466,Fleet,M,12/22/1962,FRCS,98,59,1466,5
1467,Franklyn,M,1/26/2004,MS,91,17,1467,8
1468,Hobart,M,6/18/1953,MBBS,92,68,1468,2
1469,Josephine,M,9/6/1966,DM,81,55,1469,18
1470,Laverne,M,4/10/1979,MS,99,42,1470,11
1471,Lillard,M,1/14/1955,MS,83,66,1471,17
1472,Lim,M,5/22/1954,FRCS,66,67,1472,20
1473,Merlin,M,6/6/1961,MS,73,60,1473,11
1474,Milan,M,8/5/1957,MD,92,64,1474,18
1475,Nim,M,6/16/1959,MD,99,62,1475,18
1476,Norbert,M,12/25/2001,DM,87,20,1476,1
1477,North,M,3/11/1971,MS,79,50,1477,13
1478,Orland,M,10/9/1962,Super Speciality,66,59,1478,13
1479,Orvis,M,10/27/1955,MD,80,66,1479,1
1480,Reason,M,4/15/1988,MD,88,33,1480,15
1481,Rob,M,12/24/1972,FRCS,77,49,1481,3
1482,Virge,M,6/1/1977,DM,78,44,1482,10
1483,Zenas,M,2/25/2004,DM,69,17,1483,6
1484,Ada,M,10/1/1955,FRCS,95,66,1484,13
1485,Alejandro,M,10/17/1942,MS,68,79,1485,1
1486,Atha,M,6/16/1996,MS,65,25,1486,5
1487,Audie,M,3/30/1945,DM,84,76,1487,13
1488,Boyce,M,1/17/1979,Super Speciality,96,42,1488,20
1489,Brent,M,11/23/1984,DM,99,37,1489,13
1490,Burdette,M,10/13/1964,MBBS,80,57,1490,10
1491,Cash,M,10/16/1966,MD,74,55,1491,9
1492,Chase,M,10/5/1954,FRCS,97,67,1492,9
1493,Clive,M,1/24/1995,DM,83,26,1493,11
1494,Courtney,M,2/27/1944,Super Speciality,75,77,1494,18
1495,Cris,M,12/15/1945,FRCS,77,76,1495,14
1496,Dawson,M,9/25/1972,MBBS,99,49,1496,13
1497,Drury,M,3/2/1972,MD,98,49,1497,8
1498,Duane,M,10/26/1940,MBBS,85,81,1498,5
1499,Elon,M,2/19/1992,DM,70,29,1499,7
1500,Estevan,M,10/4/1969,MS,77,52,1500,5
1501,Fitzhugh,M,10/13/2002,MBBS,89,19,562,7
1502,Fount,M,8/12/1958,DM,98,63,425,19
1503,Gray,M,7/7/1978,DM,93,43,1418,9
1504,Terrence,M,10/15/1942,MS,66,79,1084,6
1505,Bartley,M,6/24/1947,MD,66,74,908,19
1506,Shedrick,M,2/16/1959,Super Speciality,84,62,962,8
1507,Dixie,M,5/1/1952,MS,86,69,221,5
1508,Ignacio,M,7/20/1952,Super Speciality,72,69,277,7
1509,Merl,M,8/7/1963,FRCS,73,58,52,16
1510,Nehemiah,M,8/6/1971,MD,78,50,702,5
1511,Norwood,M,2/27/1952,FRCS,72,69,1239,17
1512,Raphael,M,7/12/1974,MD,67,47,888,10
1513,Reno,M,2/5/1953,MD,79,68,295,5
1514,Rudy,M,2/30/1991,DM,79,30,1475,4
1515,Rueben,M,1/12/1959,Super Speciality,78,62,1028,2
1516,Sylvan,M,9/9/1945,MS,66,76,114,11
1517,Virgle,M,4/27/1945,MS,75,76,840,5
1518,Charls,M,3/15/1953,DM,72,68,508,7
1519,Cole,M,9/19/1981,MBBS,91,40,94,1
1520,Elby,M,7/29/1986,MBBS,84,35,1127,20
1521,Ferman,M,12/28/1941,MD,75,80,811,9
1522,Fern,M,7/7/1960,MS,86,61,246,7
1523,Florian,M,8/11/1954,Super Speciality,82,67,462,11
1524,Fuller,M,4/13/1977,Super Speciality,91,44,588,5
1525,Gorden,M,9/7/1991,MS,95,30,826,18
1526,Gussie,M,11/30/1965,Super Speciality,92,56,179,12
1527,Ham,M,5/20/1986,Super Speciality,95,35,1280,4
1528,Hazel,M,5/21/1989,MBBS,86,32,981,7
1529,Ignatius,M,6/18/1964,DM,66,57,137,16
1530,Joaquin,M,9/15/1960,MD,70,61,1462,2
1531,Lacey,M,4/15/1971,MS,89,50,301,5
1532,Laurie,M,12/28/1972,MD,80,49,911,6
1533,Lilburn,M,4/12/1968,DM,80,53,666,19
1534,Lovell,M,3/12/1988,MS,99,33,1011,11
1535,Lovett,M,8/12/1941,DM,76,80,203,5
1536,Malvin,M,8/12/1963,MD,95,58,1316,19
1537,Manson,M,3/19/1953,MS,100,68,476,1
1538,Pratt,M,8/14/1946,MBBS,87,75,50,11
1539,Reid,M,7/30/1983,Super Speciality,98,38,461,1
1540,Ruffin,M,9/1/1989,MS,80,32,1446,12
1541,Tomie,M,1/2/1951,MS,97,70,140,12
1542,Vince,M,6/1/1941,DM,76,80,652,15
1543,Wayland,M,7/27/1975,MD,80,46,774,9
1544,Acey,M,11/24/1996,Super Speciality,79,25,1170,13
1545,Alger,M,2/22/1946,Super Speciality,69,75,117,14
1546,Algernon,M,9/4/1967,MS,99,54,1304,7
1547,Amasa,M,10/22/1944,MBBS,96,77,710,7
1548,Amil,M,2/13/1967,Super Speciality,67,54,1408,15
1549,Barrett,M,1/6/1988,MD,90,33,909,10
1550,Britt,M,11/27/1976,MD,84,45,716,15
1551,Burns,M,5/21/2005,MBBS,89,16,364,6
1552,Calhoun,M,2/28/1982,MS,81,39,520,17
1553,Christy,M,4/30/1995,Super Speciality,95,26,159,1
1554,Cletus,M,10/24/1950,MD,66,71,195,19
1555,Colbert,M,3/14/1939,MS,74,82,348,14
1556,Courtland,M,12/4/1965,MS,72,56,22,13
1557,Myles,M,12/16/1943,Super Speciality,83,78,1004,19
1558,Irl,M,7/18/1984,FRCS,99,37,941,3
1559,Benson,M,4/5/1999,Super Speciality,92,22,779,18
1560,Norval,M,2/4/1953,MS,97,68,322,10
1561,Armond,M,7/1/1984,DM,78,37,1201,7
1562,Frazier,M,9/23/1971,FRCS,72,50,965,20
1563,Thompson,M,12/5/1941,FRCS,68,80,122,17
1564,Alfredo,M,7/6/1965,MS,68,56,1352,12
1565,Grady,M,10/5/1946,FRCS,69,75,192,19
1566,Lorenz,M,3/14/1978,Super Speciality,100,43,121,6
1567,Peyton,M,7/11/1972,MS,90,49,392,9
1568,Seldon,M,5/21/1990,MD,75,31,1375,13
1569,Ethelbert,M,1/1/1974,FRCS,73,47,158,17
1570,Eva,M,8/19/1954,MS,91,67,863,11
1571,Gilman,M,2/5/1959,Super Speciality,79,62,8,10
1572,Henri,M,7/5/1995,FRCS,78,26,1320,15
1573,Iver,M,1/17/1965,MS,79,56,229,6
1574,Laura,M,7/30/1980,Super Speciality,95,41,1324,20
1575,Leonce,M,4/7/1975,MS,81,46,16,19
1576,Mamie,M,9/13/1999,MBBS,74,22,47,10
1577,Orion,M,8/24/1989,Super Speciality,78,32,1055,16
1578,Ottie,M,1/18/1995,MS,87,26,929,6
1579,Rudolf,M,3/24/1963,MS,88,58,838,10
1580,Selmer,M,8/2/1969,DM,87,52,1454,20
1581,Shepherd,M,8/21/1980,Super Speciality,96,41,1202,7
1582,Yancy,M,6/12/1990,FRCS,67,31,418,20
1583,Abbie,M,4/30/1965,Super Speciality,77,56,202,14
1584,Agnes,M,7/12/1975,FRCS,74,46,216,20
1585,Arnie,M,9/20/1958,Super Speciality,66,63,434,10
1586,Arvin,M,9/28/1964,MBBS,69,57,719,18
1587,Blanche,M,5/25/1942,MD,66,79,1277,3
1588,Bliss,M,12/16/1947,Super Speciality,70,74,1422,3
1589,Cassie,M,7/23/1949,Super Speciality,77,72,1286,4
1590,Dewey,M,12/23/2002,FRCS,92,19,1473,2
1591,Diego,M,2/15/1945,MBBS,93,76,153,18
1592,Dorr,M,11/17/1945,MBBS,87,76,600,20
1593,Edmon,M,10/18/1995,MBBS,76,26,621,10
1594,Estes,M,11/19/1985,MS,73,36,1321,1
1595,Gilford,M,3/28/1979,FRCS,95,42,294,12
1596,Graves,M,8/18/1940,Super Speciality,99,81,404,14
1597,Hillery,M,5/2/1963,DM,89,58,579,5
1598,Laurel,M,5/14/1972,MD,95,49,454,11
1599,Carlisle,M,1/19/1977,DM,67,44,737,18
1600,Hughie,M,2/15/1972,FRCS,98,49,564,9
1601,Orvel,M,6/9/1998,MD,95,23,929,10
1602,Angel,M,12/1/1996,MD,81,25,744,15
1603,Horton,M,6/14/1971,Super Speciality,76,50,688,3
1604,Lena,M,7/11/1950,MD,80,71,179,14
1605,Marie,M,4/26/1970,MBBS,76,51,1062,18
1606,Waymon,M,8/20/1971,FRCS,89,50,306,10
1607,Arno,M,2/12/1979,DM,67,42,658,17
1608,Burnie,M,1/1/1939,MD,69,82,944,1
1609,Elgie,M,10/12/1949,MBBS,85,72,1008,16
1610,Fannie,M,9/23/1984,Super Speciality,95,37,213,17
1611,Felton,M,9/25/1952,MBBS,95,69,1121,14
1612,Keith,M,4/26/1998,DM,88,23,1428,19
1613,Maxie,M,4/23/1984,FRCS,71,37,1486,15
1614,Nils,M,1/6/1951,FRCS,84,70,1086,10
1615,Sie,M,9/22/1959,MBBS,74,62,950,17
1616,Sonny,M,9/10/1962,Super Speciality,68,59,620,15
1617,Vere,M,9/8/1959,MS,79,62,914,19
1618,Virgie,M,12/3/1949,DM,98,72,275,9
1619,Benjman,M,8/13/1977,MS,69,44,122,11
1620,Bernardo,M,1/18/1970,DM,90,51,1357,1
1621,Casey,M,3/24/1960,Super Speciality,90,61,447,15
1622,Celestino,M,9/25/1945,MS,100,76,570,7
1623,Cephus,M,2/5/1971,FRCS,84,50,388,19
1624,Della,M,11/20/1962,DM,78,59,1360,1
1625,Hart,M,8/28/1969,MD,70,52,1055,20
1626,Hillary,M,11/2/1996,MS,69,25,959,20
1627,Hilmer,M,3/19/1963,MD,80,58,1234,4
1628,Holland,M,3/13/1943,DM,91,78,1446,20
1629,Jacques,M,1/27/1992,MBBS,76,29,164,9
1630,Johny,M,2/30/1991,DM,80,30,1093,19
1631,Jordon,M,11/23/1969,MBBS,78,52,1473,19
1632,Julien,M,11/6/1991,FRCS,73,30,770,16
1633,Julio,M,8/13/1942,FRCS,92,79,334,15
1634,Kay,M,8/12/1949,MD,77,72,42,7
1635,Le,M,3/2/2004,Super Speciality,89,17,501,5
1636,Leeroy,M,1/21/2003,MD,78,18,914,9
1637,Liston,M,4/20/1939,FRCS,87,82,275,2
1638,Lott,M,2/10/2002,FRCS,78,19,258,18
1639,Doyle,M,10/25/1950,MS,79,71,887,17
1640,Gerard,M,8/18/1996,MBBS,79,25,1113,15
1641,Alfonzo,M,1/6/1959,MS,80,62,127,7
1642,Carlie,M,3/17/1972,FRCS,79,49,1434,16
1643,Branch,M,1/24/2002,MBBS,95,19,134,8
1644,Bush,M,5/18/1960,Super Speciality,75,61,1186,16
1645,Elgin,M,11/27/1955,DM,95,66,659,4
1646,Federico,M,8/18/1967,DM,73,54,501,17
1647,Franz,M,6/1/1951,MD,77,70,458,4
1648,Governor,M,3/6/1994,MD,77,27,1156,2
1649,Maury,M,11/11/1965,MBBS,79,56,982,18
1650,Nancy,M,12/14/1966,MS,83,55,1449,11
1651,Salvatore,M,6/14/1977,DM,87,44,1093,6
1652,Werner,M,1/8/2002,DM,85,19,331,20
1653,Edw,M,5/22/1951,MBBS,97,70,608,18
1654,Ernesto,M,6/28/1959,MBBS,84,62,1003,13
1655,Fed,M,10/7/1983,Super Speciality,85,38,967,15
1656,Foy,M,12/26/1965,FRCS,79,56,550,9
1657,Galen,M,5/13/1988,MS,71,33,406,16
1658,Genie,M,9/30/2002,MD,67,19,570,18
1659,Hjalmar,M,11/23/1984,MBBS,78,37,1237,7
1660,Lawton,M,2/19/1944,Super Speciality,79,77,1312,2
1661,Levin,M,7/12/1964,MS,67,57,1452,3
1662,Lish,M,10/4/1944,FRCS,88,77,224,1
1663,Pascal,M,10/9/1985,MD,91,36,1304,17
1664,Posey,M,6/2/1942,Super Speciality,68,79,1347,19
1665,Redmond,M,1/28/1954,MD,92,67,345,9
1666,Rosendo,M,11/6/1994,FRCS,69,27,1084,15
1667,Talmadge,M,10/24/1992,MBBS,74,29,180,11
1668,Winford,M,4/22/1977,DM,69,44,453,12
1669,Abie,M,1/8/1940,MS,70,81,882,11
1670,Alta,M,12/15/1975,MD,100,46,1401,11
1671,Alver,M,9/24/1978,DM,75,43,1302,10
1672,Anatole,M,3/22/1951,Super Speciality,86,70,183,13
1673,Bobbie,M,12/15/1970,DM,98,51,89,19
1674,Boone,M,5/2/1979,MS,82,42,451,7
1675,Buell,M,8/16/1969,DM,72,52,1415,2
1676,Claiborne,M,11/1/1942,MS,69,79,1389,20
1677,Loyal,M,7/13/1971,DM,70,50,1248,9
1678,Eduardo,M,6/28/2000,Super Speciality,98,21,1293,11
1679,Maggie,M,6/27/1985,MBBS,82,36,797,13
1680,Needham,M,6/3/1990,MD,80,31,91,9
1681,Mansfield,M,11/18/1968,DM,83,53,771,20
1682,Ras,M,9/4/1992,MBBS,76,29,1359,14
1683,Guilford,M,11/6/2000,MD,90,21,1223,7
1684,Sing,M,6/26/1964,Super Speciality,74,57,906,6
1685,Xavier,M,1/3/1993,MS,77,28,910,3
1686,Charlton,M,9/10/1939,DM,84,82,549,13
1687,Eula,M,4/4/1941,FRCS,85,80,298,9
1688,Mckinley,M,6/9/1958,FRCS,99,63,606,19
1689,Polk,M,6/5/1988,FRCS,69,33,926,17
1690,Shellie,M,9/2/1942,FRCS,97,79,36,10
1691,Bentley,M,8/30/1985,MS,84,36,531,13
1692,Claudius,M,2/14/1976,MS,89,45,92,3
1693,Conard,M,10/18/1980,MS,75,41,3,7
1694,Cornell,M,9/18/1995,MS,84,26,247,2
1695,Ester,M,6/13/1979,Super Speciality,79,42,1042,7
1696,Esther,M,4/15/1993,Super Speciality,65,28,109,5
1697,Mae,M,2/23/1972,MBBS,67,49,700,13
1698,Mildred,M,10/11/1980,MD,76,41,97,15
1699,Neely,M,7/3/1996,DM,99,25,1238,1
1700,Owens,M,5/2/1984,Super Speciality,87,37,509,13
1701,Rance,M,12/19/1974,Super Speciality,96,47,1197,3
1702,Red,M,11/28/1994,Super Speciality,67,27,161,9
1703,Robbie,M,11/5/2002,Super Speciality,96,19,700,9
1704,Sigurd,M,1/9/1943,Super Speciality,98,78,1483,18
1705,Teddy,M,12/13/1985,MD,92,36,1092,16
1706,Val,M,1/28/1967,MBBS,91,54,1156,11
1707,Almus,M,12/8/1999,FRCS,97,22,487,8
1708,Sheridan,M,5/4/1984,MD,79,37,904,11
1709,Lorin,M,7/13/2000,MS,96,21,574,6
1710,Carmine,M,9/15/1995,MS,99,26,1233,6
1711,Jonnie,M,6/13/1963,MBBS,95,58,1398,18
1712,Kent,M,1/8/1977,MD,87,44,16,1
1713,Murl,M,7/16/1995,FRCS,82,26,702,8
1714,Ricardo,M,12/22/1943,DM,83,78,405,8
1715,Wilfrid,M,8/30/1963,MS,93,58,1006,12
1716,Adlai,M,2/6/1951,DM,87,70,671,12
1717,Buddie,M,5/29/1943,MBBS,67,78,806,19
1718,Burk,M,4/5/1978,Super Speciality,95,43,79,17
1719,Dessie,M,7/5/1978,MS,89,43,142,15
1720,Edison,M,11/16/1986,Super Speciality,100,35,127,3
1721,Gifford,M,8/23/1949,DM,90,72,1118,10
1722,Goldie,M,5/28/1994,FRCS,98,27,176,3
1723,Hurbert,M,2/30/1985,DM,66,36,326,3
1724,Iverson,M,2/4/1957,FRCS,89,64,1468,1
1725,Job,M,12/20/1963,DM,96,58,1035,1
1726,Leamon,M,12/27/1985,MD,70,36,1087,3
1727,Olive,M,12/28/2003,Super Speciality,84,18,1043,9
1728,Powell,M,3/20/1941,MD,88,80,1004,13
1729,Rexford,M,4/24/1981,DM,90,40,1110,16
1730,Roma,M,4/27/2005,MS,86,16,147,12
1731,Romie,M,2/21/1968,MS,79,53,768,3
1732,Vick,M,1/16/1962,FRCS,100,59,68,5
1733,Waldemar,M,11/27/2002,MD,90,19,1437,14
1734,Zebulon,M,6/20/1958,MD,81,63,1180,10
1735,Alferd,M,1/4/1942,MS,84,79,885,19
1736,Algot,M,7/7/2003,MBBS,74,18,108,5
1737,Alphons,M,5/19/1975,MD,97,46,974,2
1738,Audley,M,5/22/1998,MBBS,89,23,572,15
1739,Barnard,M,8/17/1941,MS,68,80,1142,18
1740,Berkley,M,6/26/1965,DM,74,56,1208,3
1741,Bethel,M,8/20/1954,DM,71,67,742,4
1742,Caroline,M,12/9/1981,FRCS,69,40,622,5
1743,Corbett,M,8/28/1945,FRCS,80,76,1467,14
1744,Ruth,M,2/24/1977,MD,70,44,321,15
1745,Fidel,M,3/26/1980,MD,70,41,826,18
1746,Guillermo,M,2/20/1952,MS,74,69,1393,18
1747,Murry,M,1/7/1960,MS,81,61,1063,6
1748,Reubin,M,5/8/1986,FRCS,100,35,79,18
1749,Rocco,M,11/8/1960,MBBS,78,61,627,13
1750,Samson,M,3/30/1986,MS,72,35,725,6
1751,Westley,M,8/23/2000,FRCS,75,21,790,7
1752,Alba,M,4/8/1966,DM,66,55,522,13
1753,Irene,M,10/28/1986,MD,68,35,1118,4
1754,Murdock,M,11/9/1977,FRCS,73,44,1372,3
1755,Nolen,M,1/25/1945,Super Speciality,90,76,323,8
1756,Royce,M,4/4/1958,MBBS,88,63,1461,20
1757,Ruel,M,11/10/1987,MBBS,69,34,1261,2
1758,Willaim,M,9/4/2002,MD,79,19,211,14
1759,Beryl,M,10/14/1976,MD,93,45,449,6
1760,Beulah,M,1/8/1971,Super Speciality,83,50,290,15
1761,Burleigh,M,4/2/1986,MD,91,35,460,5
1762,Carrol,M,2/24/1973,MS,73,48,223,3
1763,Con,M,1/3/1974,Super Speciality,69,47,92,9
1764,Dillon,M,9/26/1963,MS,87,58,474,1
